merchant_id,gpv_monthly,quota_attainment,tenure_months,support_tickets_30d,failed_payouts_30d,merchant_tier,churned
MCH-10782,19504.184962970496,1.055647955025412,26,2,0,SMB,0
MCH-10783,26209.15968966317,0.518195607891799,23,3,1,SMB,0
MCH-10784,15020.063725826592,0.4186040799137681,15,2,2,Mid-Market,1
MCH-10785,124543.80696618259,1.4005208701183314,36,0,0,SMB,0
MCH-10786,48780.45273182993,0.6965930096439011,27,1,0,SMB,0
MCH-10787,30612.282973951118,1.3016447030585052,6,1,1,SMB,0
MCH-10788,35995.37531605817,1.4992853305194203,35,1,0,Mid-Market,0
MCH-10789,152141.18684986056,0.6325743837988023,39,1,0,SMB,0
MCH-10790,13323.477506425033,0.6916878153016912,38,3,2,Enterprise,1
MCH-10791,49122.2304554277,1.1291457663981324,35,0,0,SMB,0
MCH-10792,40249.72203965887,1.4619934980606835,36,2,1,Mid-Market,0
MCH-10793,52267.215900153635,1.4073957830098185,10,1,0,SMB,0
MCH-10794,5913.809020324862,0.9531630720721435,30,2,0,SMB,0
MCH-10795,107834.67612703484,1.274621310779397,53,1,1,SMB,0
MCH-10796,139499.4268345626,0.5493204384098912,41,1,0,SMB,0
MCH-10797,46635.77319716988,1.4751820026244138,38,1,0,SMB,0
MCH-10798,64643.53702629791,1.4607885574395851,29,2,2,SMB,0
MCH-10799,132873.4678922813,0.5801018536670881,52,2,1,SMB,0
MCH-10800,66419.87266962591,0.7293654372834173,59,2,0,Mid-Market,0
MCH-10801,13275.525456206085,0.5101704972574437,43,2,1,SMB,0
MCH-10802,47935.10749262801,0.6988893587879977,39,1,0,Enterprise,0
MCH-10803,51661.04285170075,1.2975513683567272,50,1,0,Mid-Market,1
MCH-10804,32593.725196141055,0.8161471678817855,4,2,2,SMB,0
MCH-10805,71674.51519416961,0.4972366638614342,5,2,0,SMB,0
MCH-10806,141183.84428812374,0.776448077256795,4,3,1,Mid-Market,0
MCH-10807,134893.81065270587,1.4795216676654084,36,2,1,Mid-Market,0
MCH-10808,34968.21481518088,1.0926519547851234,59,1,0,Mid-Market,1
MCH-10809,11008.935227589209,0.8577770410467735,45,2,0,Mid-Market,0
MCH-10810,214458.69945603533,0.583192364846997,16,2,0,SMB,0
MCH-10811,96285.90554092215,1.4847944770120645,25,2,1,SMB,0
MCH-10812,11657.297985853169,1.3029339101894417,14,2,0,Mid-Market,0
MCH-10813,131815.3970481638,0.7096250326960114,11,2,0,Mid-Market,0
MCH-10814,106971.19656134317,0.4770755652933084,29,1,0,Mid-Market,0
MCH-10815,41577.56929843246,0.46228811311531387,34,0,1,Mid-Market,0
MCH-10816,49735.68934145374,0.5324159644560873,22,1,0,SMB,0
MCH-10817,30458.242170450678,1.0388454419758637,14,5,1,Enterprise,0
MCH-10818,7815.907462164689,1.4216397633260418,56,4,0,Enterprise,0
MCH-10819,25413.244315037056,0.946417770806583,24,3,0,SMB,0
MCH-10820,86190.39555330893,1.3272400307018168,59,2,1,SMB,0
MCH-10821,5232.139203317144,0.8904752818457886,39,2,1,SMB,0
MCH-10822,25285.694829508437,1.179441900344608,26,2,0,Mid-Market,0
MCH-10823,30388.90474273391,1.205060011015151,43,2,0,SMB,0
MCH-10824,43544.15120619409,0.5913600764936726,36,0,0,SMB,0
MCH-10825,131196.27380765206,0.797337664873393,39,1,4,SMB,0
MCH-10826,26258.855544539503,1.1010323721918263,16,1,1,SMB,0
MCH-10827,26305.324297924763,0.47776626900280283,58,0,0,SMB,0
MCH-10828,71875.44758327828,0.7976942065392523,38,4,0,Mid-Market,0
MCH-10829,35093.888674616974,0.9882794129093118,59,2,1,Mid-Market,0
MCH-10830,17719.12368513627,1.4958469423491025,32,0,1,SMB,0
MCH-10831,35114.11752880775,0.9219869188846849,6,2,0,Mid-Market,0
MCH-10832,12590.996096569354,1.297662432825756,34,0,2,Mid-Market,0
MCH-10833,14702.725160404838,0.8752740135732795,56,3,1,SMB,0
MCH-10834,39494.40214014088,1.27602979488168,8,2,1,SMB,0
MCH-10835,32143.81081280035,1.0549562817821192,30,1,0,SMB,0
MCH-10836,128164.63676264064,1.3752549856526382,27,1,0,SMB,0
MCH-10837,27501.729151986412,0.852036807585121,7,3,0,Enterprise,0
MCH-10838,48445.1191892636,1.0647348618036268,27,3,0,Mid-Market,0
MCH-10839,55019.538625892405,1.0930205486807103,25,3,0,SMB,0
MCH-10840,5659.047241282961,0.8591212359805207,56,0,0,Enterprise,0
MCH-10841,59463.40985179945,0.5587432480562298,46,0,1,Mid-Market,0
MCH-10842,14802.932009962411,0.5029153476035692,41,3,0,Enterprise,0
MCH-10843,167299.91361362132,0.4183387056595964,15,3,2,SMB,0
MCH-10844,13047.345215509004,1.360887690669736,25,1,0,Mid-Market,0
MCH-10845,31775.055726830342,0.6601224034625641,22,4,0,Mid-Market,0
MCH-10846,9460.671882525156,0.6326574242099449,18,0,0,Mid-Market,0
MCH-10847,293404.080757538,1.2096389404686723,12,1,0,SMB,0
MCH-10848,39877.34328291131,0.752017724396131,23,3,1,Mid-Market,0
MCH-10849,50240.966204447286,0.9566491616530203,51,2,1,SMB,0
MCH-10850,8471.602541412709,0.578762171827202,45,2,0,Mid-Market,0
MCH-10851,74306.81276079995,1.4557202936081661,39,1,0,Mid-Market,0
MCH-10852,16780.141912513158,1.3367395400189612,25,4,1,SMB,0
MCH-10853,119165.74284058152,1.3501685852615037,10,2,0,SMB,0
MCH-10854,16479.44140804167,0.8474511234292058,30,2,0,Mid-Market,0
MCH-10855,15578.521490440793,1.2385973350778903,10,1,0,SMB,0
MCH-10856,6861.7170928836085,0.5582637709287582,34,4,0,SMB,0
MCH-10857,36939.2896647732,0.40948090285095834,46,5,0,Mid-Market,0
MCH-10858,46602.20518380903,0.42197022583583094,13,2,0,Mid-Market,0
MCH-10859,8398.347008957824,1.0452619111450165,54,2,1,SMB,0
MCH-10860,79700.12967991861,0.9009343957727349,29,0,0,SMB,0
MCH-10861,35191.73251468109,0.9698168837993718,38,3,0,Mid-Market,0
MCH-10862,42157.88272962984,0.40820945445894136,41,2,0,Mid-Market,0
MCH-10863,34059.07358937901,0.8649552816231683,45,5,0,SMB,0
MCH-10864,30604.910063746065,1.189874977320947,9,6,1,SMB,0
MCH-10865,46008.17285689374,0.8869630721641795,13,3,0,SMB,0
MCH-10866,13435.150338047773,1.2054411269434446,37,3,1,Enterprise,0
MCH-10867,15040.254310431275,0.6563208608365183,14,3,0,SMB,0
MCH-10868,103947.46641480702,1.2944562049298982,37,2,1,SMB,0
MCH-10869,151045.58546323428,1.0472743644987976,9,3,0,SMB,0
MCH-10870,28365.109373756928,0.631839409372897,8,2,1,SMB,0
MCH-10871,20786.5682846333,0.6603925234392163,39,0,0,Mid-Market,0
MCH-10872,56641.16325472286,1.0908335110264908,40,2,1,SMB,0
MCH-10873,31274.478380362314,1.3129335525336878,54,2,1,SMB,0
MCH-10874,6285.707436632351,0.8571905602320707,3,2,0,SMB,0
MCH-10875,13489.18016497553,0.6841304720403515,55,2,0,SMB,0
MCH-10876,67934.16299265227,1.3537127676016607,56,1,0,Mid-Market,0
MCH-10877,58782.489115876786,1.1361951209259185,47,2,0,SMB,0
MCH-10878,6373.492894222005,0.8928940360113842,40,5,1,Mid-Market,0
MCH-10879,17549.64869333525,0.9366902148072321,33,1,0,SMB,0
MCH-10880,18138.07894754655,0.6246821147300361,32,0,0,SMB,0
MCH-10881,60720.73614139259,1.0894828930713283,7,2,3,SMB,0
MCH-10882,5995.36906460697,0.7946167615971775,19,0,0,Enterprise,0
MCH-10883,10496.802930068641,1.495209694341784,34,3,0,SMB,0
MCH-10884,85450.92136481208,0.9282018667880767,14,2,1,Mid-Market,0
MCH-10885,14833.885472589267,0.9344741668085745,50,3,0,SMB,0
MCH-10886,57884.954446028845,1.0224369661517392,47,4,0,SMB,0
MCH-10887,18602.43111044976,1.4084316034306217,46,1,0,SMB,0
MCH-10888,10237.001674243566,1.2808999098457254,56,1,0,Enterprise,0
MCH-10889,18930.975820572363,0.8962430767776257,57,1,0,SMB,0
MCH-10890,69054.7406548516,1.1905691925700757,19,2,0,Mid-Market,0
MCH-10891,101791.81687269648,1.0448590486588378,51,1,0,Enterprise,0
MCH-10892,93662.54999877822,0.9416037535713738,54,3,0,SMB,0
MCH-10893,30307.124473754422,0.6115473500627856,59,4,1,SMB,0
MCH-10894,60143.83892022975,0.9103298898003801,26,2,1,SMB,0
MCH-10895,16469.67051644904,0.6704004457248322,17,3,0,SMB,0
MCH-10896,22346.67943062584,1.4063263648368203,54,1,0,SMB,0
MCH-10897,118329.93143154522,0.7689474948459817,28,1,1,Mid-Market,0
MCH-10898,5654.35941981425,1.4474904159867097,19,4,0,Mid-Market,0
MCH-10899,9469.356981522456,0.9863608191041824,27,3,0,Mid-Market,0
MCH-10900,16652.51401199076,1.0946988165437763,48,1,0,Enterprise,0
MCH-10901,6344.526761215844,0.9972344889382606,52,3,0,SMB,0
MCH-10902,15010.150164513638,0.542318678663371,57,2,0,SMB,0
MCH-10903,48738.43643721833,0.8134033409087351,19,2,0,SMB,0
MCH-10904,32359.31591839002,0.5090607235053863,33,4,0,SMB,0
MCH-10905,116593.15104109138,1.08524944860172,51,2,1,SMB,0
MCH-10906,90034.79515097392,0.8915616147204829,7,2,0,SMB,0
MCH-10907,25913.640258451604,1.2557834687280307,29,4,1,Mid-Market,0
MCH-10908,20016.31260736393,0.6425175290993068,55,4,0,Enterprise,0
MCH-10909,28876.990405426888,0.5810226642722685,43,2,0,SMB,0
MCH-10910,49615.887507165266,0.8469654540601446,5,1,1,Mid-Market,0
MCH-10911,20603.085490763646,1.4192439215402195,30,1,1,Mid-Market,0
MCH-10912,53928.11227735438,1.1814639965136529,49,2,0,SMB,0
MCH-10913,31331.801963990558,0.8608159872722105,43,2,2,SMB,0
MCH-10914,45153.36832574222,0.9689993867297417,56,2,1,Enterprise,0
MCH-10915,33646.2697545556,0.4926343122948082,58,2,2,Mid-Market,0
MCH-10916,22439.99876311666,1.4830334860137246,8,2,0,Enterprise,0
MCH-10917,153263.36105761016,1.133048035164411,42,2,0,SMB,0
MCH-10918,77112.72518663181,0.7139444753097648,12,2,0,SMB,0
MCH-10919,12547.724906151043,1.0443892336367688,42,2,0,SMB,0
MCH-10920,106425.2463859662,0.5204306026758934,13,6,1,Enterprise,0
MCH-10921,38416.016483095824,1.4624203356883418,26,2,0,SMB,0
MCH-10922,117476.97451448717,0.5922634866717026,18,1,1,SMB,0
MCH-10923,85435.72269649501,1.1128333498607357,42,3,0,SMB,0
MCH-10924,32687.830962930366,0.6699999087928235,51,1,0,SMB,0
MCH-10925,6136.279473877006,1.1893175209133893,52,5,0,SMB,0
MCH-10926,20645.027388824332,1.254503503964309,49,2,0,Mid-Market,0
MCH-10927,44004.38778398981,1.140761701802576,20,1,1,SMB,0
MCH-10928,55184.86659672682,1.0759494062807118,16,2,1,SMB,0
MCH-10929,19912.733996446943,1.3817160033472131,37,1,1,SMB,0
MCH-10930,12503.720941535776,0.4864893820887339,3,0,0,SMB,0
MCH-10931,95069.35435811958,0.7640062423582148,27,5,1,SMB,0
MCH-10932,213031.2081593617,0.6731162275939306,15,3,0,SMB,0
MCH-10933,42294.72734860435,1.4868153582719636,58,1,1,Mid-Market,0
MCH-10934,14417.743183003697,0.828328757633561,34,4,0,SMB,0
MCH-10935,20893.82358644664,1.2058739691644387,45,0,1,SMB,0
MCH-10936,5928.094370538301,1.153197680269105,22,2,0,SMB,0
MCH-10937,127844.42638467785,0.6332893612251156,40,0,1,SMB,0
MCH-10938,11264.052192310151,0.6628974482327066,23,4,1,SMB,0
MCH-10939,47962.033443407796,0.7094130199083375,59,4,1,Mid-Market,0
MCH-10940,21014.066430139646,0.8522400060853172,49,2,0,Mid-Market,0
MCH-10941,45391.77577034926,0.6577575722155795,4,2,1,Mid-Market,0
MCH-10942,57694.43169930135,0.42161663102153263,51,3,0,SMB,0
MCH-10943,93521.959621118,1.367332362487915,54,1,0,SMB,0
MCH-10944,16560.12637522679,1.4621708145189727,57,4,0,Mid-Market,0
MCH-10945,5552.83648158486,0.7757274257347249,41,0,0,SMB,0
MCH-10946,12360.403534369527,0.7723575673680202,23,2,0,SMB,0
MCH-10947,120138.57644265908,0.4078009940518081,47,0,0,Mid-Market,0
MCH-10948,108530.06760265613,1.1482757571634115,9,0,0,SMB,0
MCH-10949,50492.21550982462,1.3079838853234917,24,6,1,Mid-Market,0
MCH-10950,50879.185925267346,0.5612691303960036,21,2,0,SMB,0
MCH-10951,59686.71147037562,0.5756329843038659,41,1,0,SMB,0
MCH-10952,14641.101431927607,1.2690915749685816,46,2,1,Mid-Market,0
MCH-10953,127910.47803856508,1.0779198231895593,55,4,0,SMB,0
MCH-10954,32130.481717315903,0.44934661339048876,53,1,1,SMB,0
MCH-10955,29155.539966393422,1.08480168950851,16,5,0,SMB,0
MCH-10956,41585.84663113405,0.7398094951281426,56,1,0,SMB,0
MCH-10957,7405.23321459886,0.8055976710179307,55,0,0,SMB,0
MCH-10958,14093.085252463616,1.2467045601265683,25,1,0,SMB,0
MCH-10959,71976.95452119816,1.2920287119398717,26,1,1,Enterprise,0
MCH-10960,9321.41378359218,0.8403922895238138,49,0,0,Mid-Market,0
MCH-10961,51210.11094925578,1.4418682296069902,45,4,1,Mid-Market,0
MCH-10962,19075.00168002204,0.8471089897472794,9,1,0,Mid-Market,0
MCH-10963,29657.112846259417,1.249019638753121,15,2,0,SMB,0
MCH-10964,22032.6095977073,0.932264991020685,39,4,0,SMB,0
MCH-10965,26977.423886142675,1.3872855591742925,33,2,1,SMB,0
MCH-10966,68478.19933193433,1.3985373680151967,1,4,1,Mid-Market,1
MCH-10967,22628.576980277543,0.4961584886581923,5,2,0,SMB,0
MCH-10968,46782.17653528511,1.4301426644412483,56,4,0,SMB,0
MCH-10969,37317.989334513084,1.3080883256724574,9,4,1,Mid-Market,0
MCH-10970,59483.29615463392,1.2704417857439336,44,3,0,SMB,0
MCH-10971,143096.08237564846,0.6210024736540747,6,3,0,SMB,0
MCH-10972,70945.26356275214,1.2856311296301315,28,1,2,SMB,0
MCH-10973,17099.780662202364,1.3351460081535405,45,1,1,SMB,1
MCH-10974,6583.983941212892,0.7180653678995661,26,3,0,SMB,0
MCH-10975,20208.465100279394,1.4474860861985563,28,2,0,SMB,0
MCH-10976,50203.03259365486,0.4548461610390807,40,3,0,SMB,0
MCH-10977,7639.763904988735,0.5649001785718537,15,1,0,SMB,0
MCH-10978,39295.29780130944,0.9913392518566658,6,2,1,SMB,0
MCH-10979,50421.44199937801,1.0333717182345408,27,2,1,Enterprise,1
MCH-10980,25341.59389690502,1.1096650916309938,38,2,1,SMB,0
MCH-10981,78682.49795733673,0.41866604224701315,4,1,1,Mid-Market,1
MCH-10982,10635.945738233899,1.4564034520843432,11,2,1,Mid-Market,0
MCH-10983,8905.525289612351,0.4490469020075584,21,2,0,SMB,0
MCH-10984,70132.37051081963,0.5573681479957426,30,1,1,SMB,0
MCH-10985,39208.51133315343,0.4154159692786627,18,2,0,SMB,0
MCH-10986,63302.13278665704,1.0235442766235043,35,4,0,Mid-Market,0
MCH-10987,33531.19995644287,1.4254935723130697,3,3,0,SMB,0
MCH-10988,19144.81268792658,1.1325418826885107,12,0,1,SMB,0
MCH-10989,90491.1849285598,1.3049232153284702,27,4,0,SMB,0
MCH-10990,85326.0781980095,0.4146093238044381,53,2,0,SMB,0
MCH-10991,64322.44098545607,0.9962168283276988,30,2,0,SMB,0
MCH-10992,20882.680749401603,0.9055192752560741,21,2,0,Enterprise,0
MCH-10993,49608.043986173216,0.9488647386428725,38,3,2,SMB,0
MCH-10994,27390.498778991103,0.4794345038687068,21,0,1,SMB,0
MCH-10995,9802.53673033266,1.1528788971762383,38,1,0,Mid-Market,0
MCH-10996,129634.99217688208,0.953542456344498,40,1,0,Mid-Market,0
MCH-10997,12356.522440976001,1.2416637348473905,15,1,0,SMB,0
MCH-10998,155024.53265613812,0.933819697467887,18,2,1,SMB,0
MCH-10999,34530.05063954361,0.5643197998490753,52,1,1,SMB,0
MCH-11000,15236.51409567329,1.1130826494856043,29,1,3,SMB,0
MCH-11001,44033.49230758683,0.5896249983156829,48,1,0,SMB,0
MCH-11002,108157.08971410293,1.3596340196902965,38,3,0,SMB,0
MCH-11003,70880.38895652369,1.0744278629761657,21,0,1,SMB,0
MCH-11004,87139.69130368787,0.5729242719126497,17,1,1,Enterprise,1
MCH-11005,58761.88575852013,1.4585718632293276,41,1,0,SMB,0
MCH-11006,63927.69180707661,0.9702020096688527,51,3,0,SMB,0
MCH-11007,99588.59940251397,0.48018829705882055,18,4,1,Enterprise,0
MCH-11008,19361.975777006006,1.0895161948565741,57,1,0,Mid-Market,0
MCH-11009,38610.883308562064,0.6785187977140913,55,2,0,SMB,0
MCH-11010,17500.656455306118,1.2840627970650327,37,4,0,SMB,0
MCH-11011,224777.92087026648,1.2996042809228099,38,2,0,Enterprise,0
MCH-11012,149173.18936602073,1.4768420914401283,12,0,0,SMB,0
MCH-11013,7011.255060268954,0.9520564841269542,11,0,0,Mid-Market,0
MCH-11014,66136.57815978644,0.9004525677005109,48,2,0,Mid-Market,0
MCH-11015,134679.1778737628,1.2288231659911286,52,4,2,SMB,0
MCH-11016,14957.641269392501,0.5457177219761192,49,0,0,Mid-Market,0
MCH-11017,46960.14588229511,1.0016070651724367,20,0,0,Enterprise,0
MCH-11018,128543.2632062765,1.0008723601439362,9,0,1,Mid-Market,0
MCH-11019,6726.7761772105905,0.498420435091426,1,2,0,SMB,0
MCH-11020,64770.52284464427,0.859782494057605,58,1,0,Mid-Market,0
MCH-11021,22644.74823726064,1.3386132784239222,3,3,0,SMB,0
MCH-11022,134112.4335677838,1.3417689841941263,21,1,0,Mid-Market,0
MCH-11023,182123.49613111265,0.5091614314116492,23,3,1,SMB,0
MCH-11024,149358.68406204873,0.499792971022614,9,2,0,SMB,0
MCH-11025,37143.07025992291,0.6889650247021288,54,1,0,SMB,0
MCH-11026,104040.5353367679,1.362242668809393,19,2,1,SMB,0
MCH-11027,98071.36366495394,0.5417928435808489,45,2,0,SMB,0
MCH-11028,24217.02607597672,1.191996482890191,55,1,1,SMB,0
MCH-11029,93279.87706973265,0.5112821815744135,46,3,0,SMB,0
MCH-11030,6885.4897634454865,1.0854516391226081,52,1,0,SMB,0
MCH-11031,50350.432014390346,0.7916740290310593,19,1,0,Mid-Market,0
MCH-11032,18068.812059864285,1.2678053592624539,23,1,1,Mid-Market,0
MCH-11033,11423.888373582202,0.6570594937079,27,0,0,SMB,0
MCH-11034,9003.767165219138,1.103122012328956,27,2,0,SMB,0
MCH-11035,64583.89748441185,0.6592507880334735,39,2,0,SMB,0
MCH-11036,25766.300653428352,1.1850263114233692,36,1,0,SMB,0
MCH-11037,69506.82186101889,1.3610458380168238,12,2,1,Mid-Market,0
MCH-11038,8379.496774473717,0.5394819790394361,55,0,1,Mid-Market,0
MCH-11039,23938.01907088391,1.353255257455054,27,3,2,SMB,0
MCH-11040,43771.17572000247,1.0529327798557278,46,2,0,Mid-Market,0
MCH-11041,83204.86666689937,0.5398215399537264,34,1,0,Mid-Market,0
MCH-11042,24191.480352007948,0.8702960408956832,33,3,0,SMB,0
MCH-11043,54160.45432010813,0.5769463228336077,28,1,0,SMB,0
MCH-11044,113568.0829362135,1.1703826777532265,31,2,0,SMB,0
MCH-11045,52837.82545360431,1.2347549478597446,32,2,1,SMB,0
MCH-11046,18260.782148292474,0.5163761723000789,50,0,0,SMB,0
MCH-11047,6235.170687207761,0.9567538379641088,20,6,2,SMB,0
MCH-11048,107049.08431870906,1.296087561628509,40,2,0,SMB,0
MCH-11049,6074.9432080130655,1.429779345706096,35,0,0,SMB,0
MCH-11050,108852.88833020852,0.9648696534159471,31,3,0,SMB,0
MCH-11051,42638.18602347772,1.445307145972548,58,1,0,SMB,0
MCH-11052,144899.59213963314,0.9892578675016329,31,1,0,SMB,0
MCH-11053,85168.62615115626,0.8336095440598987,38,2,1,SMB,0
MCH-11054,314109.72054236627,1.333023441408185,22,2,0,SMB,0
MCH-11055,26593.930842414185,0.942280981503898,45,1,1,Mid-Market,0
MCH-11056,77876.26295557289,0.9190927616209754,41,3,0,Mid-Market,0
MCH-11057,30702.45013114704,0.9393437383508112,9,0,1,SMB,0
MCH-11058,37684.36521425957,1.33146350205672,52,4,0,SMB,0
MCH-11059,54376.64538140577,1.3151356958568574,9,0,0,Mid-Market,0
MCH-11060,108445.7032016195,0.8438719916842323,15,4,0,Mid-Market,0
MCH-11061,212019.85184206543,0.7666298458575775,13,0,0,SMB,0
MCH-11062,78109.85551696125,0.9411208264430423,22,0,0,Mid-Market,0
MCH-11063,32044.20967955709,1.03004976071082,16,1,1,SMB,0
MCH-11064,32353.47879095121,0.6621709316907967,32,2,0,SMB,0
MCH-11065,71890.88879868329,1.2733505931871498,2,2,0,Enterprise,0
MCH-11066,18641.456002979714,0.9351310423056652,26,3,1,SMB,0
MCH-11067,10853.333479033074,0.7674501032619556,14,3,0,Enterprise,0
MCH-11068,26895.966579705826,0.5175030922603897,59,3,0,SMB,0
MCH-11069,21930.4553208913,0.6627296764439676,38,0,2,SMB,1
MCH-11070,22570.734486615278,1.444209288931582,34,1,0,SMB,0
MCH-11071,18303.058297974836,0.7356096555014793,8,1,1,Mid-Market,0
MCH-11072,7150.239046867366,0.5857452183037388,36,1,0,SMB,0
MCH-11073,5901.780141597453,0.9067400708204926,21,1,0,Mid-Market,0
MCH-11074,224998.89895561512,0.7377965176962735,56,1,1,Mid-Market,0
MCH-11075,32910.9873446051,0.43867517529831357,46,3,0,SMB,0
MCH-11076,29251.936372765893,0.755459739007359,43,2,2,SMB,0
MCH-11077,61916.63243132236,0.9985194863334155,56,5,0,SMB,0
MCH-11078,17311.262797046667,1.0068836092219637,28,1,2,Mid-Market,0
MCH-11079,154747.8126869888,0.7922148132945777,46,2,0,Mid-Market,0
MCH-11080,82169.6390937793,0.8920330318778608,44,1,0,SMB,0
MCH-11081,9683.181932050347,1.462069710058243,48,0,0,SMB,0
MCH-11082,32028.23870166949,0.8150833249533429,6,2,0,SMB,0
MCH-11083,110647.14800704266,0.6840494945859813,20,1,0,SMB,0
MCH-11084,149778.0801560416,0.6678137484734361,31,1,0,SMB,0
MCH-11085,36499.37215506962,0.9035410739745476,33,2,0,Mid-Market,0
MCH-11086,52519.70862882183,1.2354721635886385,44,2,1,Enterprise,0
MCH-11087,14138.119462839928,0.6265870026073206,7,2,0,Mid-Market,0
MCH-11088,241472.23430464065,1.180225739854845,8,4,1,SMB,0
MCH-11089,18176.908250884164,0.4232648056843579,9,1,0,SMB,0
MCH-11090,148000.4665746944,0.8608262757823406,2,1,0,SMB,0
MCH-11091,57440.652973428005,1.2534515717230656,17,3,2,SMB,0
MCH-11092,51791.1111436097,0.7726062513518746,52,3,1,SMB,0
MCH-11093,40942.58762962206,1.0201108115899395,45,2,2,SMB,0
MCH-11094,18111.751402598133,0.625477156108502,37,2,1,Mid-Market,0
MCH-11095,14711.288501168363,1.2161949302387898,42,1,0,SMB,0
MCH-11096,17454.244931025336,0.4575070135956356,44,4,1,Enterprise,0
MCH-11097,15316.673177727509,1.3377969093630506,17,2,0,SMB,0
MCH-11098,80612.03787863982,0.618016025063835,53,5,1,SMB,1
MCH-11099,26548.78205365372,1.361837834879164,38,3,1,SMB,0
MCH-11100,7979.150416638424,0.7877821654305691,35,3,0,SMB,0
MCH-11101,178854.2108263387,1.1949519319219353,47,1,1,Enterprise,0
MCH-11102,112616.04850130001,0.7511478275648074,39,4,2,SMB,0
MCH-11103,136382.72769033772,1.3965028383581124,30,0,0,Enterprise,0
MCH-11104,269002.48845248536,0.5393008380702118,6,1,0,SMB,0
MCH-11105,14551.684828809266,0.5963717681998586,4,2,1,SMB,0
MCH-11106,30229.092744694037,0.9423331376746826,51,0,2,SMB,0
MCH-11107,75990.17377406354,0.49013228294196076,37,2,1,Mid-Market,0
MCH-11108,64539.77012106687,0.6155782031719381,35,1,0,SMB,0
MCH-11109,13355.644239675343,1.4381430204332157,58,2,0,Enterprise,0
MCH-11110,89595.65014931576,1.474138627262676,57,6,1,SMB,0
MCH-11111,17708.533362029317,0.8138852622634642,9,3,0,SMB,0
MCH-11112,17668.387698482155,1.4156146231153293,6,3,0,Mid-Market,0
MCH-11113,43498.64921454185,0.999307143240775,13,2,0,SMB,0
MCH-11114,49939.72620934595,0.6967167124611438,59,3,0,SMB,0
MCH-11115,48385.29227647337,1.1726385931886587,22,2,0,Mid-Market,0
MCH-11116,9797.295148550687,1.124791987232343,28,1,1,SMB,0
MCH-11117,109966.24056457118,1.4880378510196066,30,4,0,SMB,0
MCH-11118,20435.074883350775,0.6915520161502117,52,4,0,SMB,0
MCH-11119,11935.233048470016,1.139265452927909,36,5,1,SMB,0
MCH-11120,114797.90492400168,0.4572261305323916,2,0,2,SMB,0
MCH-11121,160783.81763766395,0.5250106425663914,58,1,1,SMB,0
MCH-11122,104071.33922374812,0.40431021244620263,36,0,1,Mid-Market,0
MCH-11123,87909.37348668062,1.4994067491656407,8,1,3,SMB,0
MCH-11124,58245.625059931,1.2825010668622256,45,1,0,Mid-Market,0
MCH-11125,45020.73907849494,1.265395316206895,42,1,0,SMB,0
MCH-11126,9550.244837617542,0.9606986828169978,50,0,0,SMB,0
MCH-11127,31250.724995513243,0.730073791195984,9,3,0,SMB,1
MCH-11128,28315.603931530808,0.5663907129089436,1,2,0,Mid-Market,0
MCH-11129,20038.621173814223,0.71314221273111,13,0,1,Mid-Market,0
MCH-11130,69262.77899985341,0.8135683441220531,50,1,1,SMB,0
MCH-11131,39246.62419588268,1.2319411066783235,15,2,2,SMB,0
MCH-11132,9225.972361777927,0.9936279677934677,32,7,0,Mid-Market,0
MCH-11133,17434.813059020824,0.485231989211031,34,5,0,Mid-Market,0
MCH-11134,62483.50637986245,0.4198319098548035,43,3,1,Mid-Market,1
MCH-11135,8959.242009745616,0.5125653974874695,31,0,0,SMB,0
MCH-11136,100259.93115221024,0.8515485850671174,14,1,0,SMB,0
MCH-11137,39174.35221560392,1.4265122087539202,54,2,0,Mid-Market,0
MCH-11138,37752.75687177955,1.101142729330144,47,1,1,SMB,0
MCH-11139,49874.40382940374,1.2820084898630668,14,1,0,SMB,0
MCH-11140,92057.39564722384,0.9130120539550035,48,1,0,SMB,0
MCH-11141,26370.90669726076,0.797832691514547,55,5,1,SMB,0
MCH-11142,61662.69489614255,0.519240409988285,29,2,1,Enterprise,0
MCH-11143,46704.66705174868,1.3635263244048255,47,1,2,Enterprise,0
MCH-11144,20532.407280053536,1.2614760319306932,19,3,0,SMB,0
MCH-11145,110445.57177201792,0.5849299073574976,27,5,0,SMB,0
MCH-11146,84832.50668763663,0.9634866202638867,9,1,1,Mid-Market,0
MCH-11147,58713.3284692438,0.9361122887133694,37,3,0,SMB,0
MCH-11148,100050.28592708033,1.0876007079551817,37,1,0,SMB,0
MCH-11149,105981.0319110265,1.4408055833903872,43,3,0,SMB,0
MCH-11150,66612.26604546554,1.0377485859387277,28,5,0,SMB,0
MCH-11151,95704.34253104663,0.9942389934564805,52,2,2,SMB,0
MCH-11152,64778.98321859919,0.45535522622813035,57,1,1,SMB,0
MCH-11153,61993.714586443246,0.4691982236198263,24,0,1,SMB,0
MCH-11154,53196.82095110941,0.6060814704594678,28,1,0,Mid-Market,0
MCH-11155,74861.0195813032,0.43571784886092313,36,3,1,Enterprise,0
MCH-11156,13634.70877306395,1.2176881851270136,52,4,0,Mid-Market,0
MCH-11157,111377.31590260766,1.1956633343933596,18,1,0,SMB,0
MCH-11158,107725.16610714677,0.5496618578748073,25,5,0,SMB,0
MCH-11159,6484.175577151101,1.3196867908748091,35,2,0,Mid-Market,0
